year,subbasin,season,variable,value,year_month,is_mhw
1995,Central,Monsoon,do,201.52220576243263,1995-06-01,1
1995,Central,Monsoon,do,201.52220576243263,1995-07-01,1
1995,Central,Monsoon,do,201.52220576243263,1995-08-01,0
1995,Central,Monsoon,do,201.52220576243263,1995-09-01,1
1996,Central,Monsoon,do,201.5302060684777,1996-06-01,1
1996,Central,Monsoon,do,201.5302060684777,1996-07-01,1
1996,Central,Monsoon,do,201.5302060684777,1996-08-01,0
1996,Central,Monsoon,do,201.5302060684777,1996-09-01,0
1997,Central,Monsoon,do,200.97896838304058,1997-06-01,1
1997,Central,Monsoon,do,200.97896838304058,1997-07-01,0
1997,Central,Monsoon,do,200.97896838304058,1997-09-01,1
1998,Central,Monsoon,do,200.27580050863966,1998-06-01,1
1998,Central,Monsoon,do,200.27580050863966,1998-07-01,1
1998,Central,Monsoon,do,200.27580050863966,1998-08-01,1
1998,Central,Monsoon,do,200.27580050863966,1998-09-01,1
1999,Central,Monsoon,do,203.0449908692604,1999-08-01,0
1999,Central,Monsoon,do,203.0449908692604,1999-09-01,0
2000,Central,Monsoon,do,202.31045158810278,2000-06-01,1
2000,Central,Monsoon,do,202.31045158810278,2000-08-01,1
2000,Central,Monsoon,do,202.31045158810278,2000-09-01,1
2001,Central,Monsoon,do,201.63100792456618,2001-06-01,1
2001,Central,Monsoon,do,201.63100792456618,2001-07-01,1
2001,Central,Monsoon,do,201.63100792456618,2001-08-01,1
2001,Central,Monsoon,do,201.63100792456618,2001-09-01,1
2002,Central,Monsoon,do,201.51797982354066,2002-06-01,0
2002,Central,Monsoon,do,201.51797982354066,2002-07-01,1
2002,Central,Monsoon,do,201.51797982354066,2002-08-01,1
2002,Central,Monsoon,do,201.51797982354066,2002-09-01,1
2003,Central,Monsoon,do,201.54380357293027,2003-06-01,0
2003,Central,Monsoon,do,201.54380357293027,2003-07-01,0
2003,Central,Monsoon,do,201.54380357293027,2003-08-01,0
2003,Central,Monsoon,do,201.54380357293027,2003-09-01,0
2004,Central,Monsoon,do,202.2086983872372,2004-06-01,0
2004,Central,Monsoon,do,202.2086983872372,2004-07-01,0
2004,Central,Monsoon,do,202.2086983872372,2004-08-01,1
2004,Central,Monsoon,do,202.2086983872372,2004-09-01,1
2005,Central,Monsoon,do,201.19566151178677,2005-06-01,1
2005,Central,Monsoon,do,201.19566151178677,2005-07-01,1
2005,Central,Monsoon,do,201.19566151178677,2005-08-01,1
2005,Central,Monsoon,do,201.19566151178677,2005-09-01,1
2006,Central,Monsoon,do,201.48852563347597,2006-06-01,1
2006,Central,Monsoon,do,201.48852563347597,2006-07-01,1
2006,Central,Monsoon,do,201.48852563347597,2006-08-01,0
2006,Central,Monsoon,do,201.48852563347597,2006-09-01,1
2007,Central,Monsoon,do,201.9999258050519,2007-06-01,1
2007,Central,Monsoon,do,201.9999258050519,2007-07-01,1
2007,Central,Monsoon,do,201.9999258050519,2007-08-01,1
2008,Central,Monsoon,do,201.99731132637365,2008-06-01,0
2008,Central,Monsoon,do,201.99731132637365,2008-07-01,1
2008,Central,Monsoon,do,201.99731132637365,2008-08-01,0
2008,Central,Monsoon,do,201.99731132637365,2008-09-01,1
2009,Central,Monsoon,do,201.1465382863637,2009-06-01,0
2009,Central,Monsoon,do,201.1465382863637,2009-07-01,1
2009,Central,Monsoon,do,201.1465382863637,2009-08-01,1
2009,Central,Monsoon,do,201.1465382863637,2009-09-01,1
2010,Central,Monsoon,do,200.4437274390724,2010-06-01,1
2010,Central,Monsoon,do,200.4437274390724,2010-07-01,1
2010,Central,Monsoon,do,200.4437274390724,2010-08-01,1
2010,Central,Monsoon,do,200.4437274390724,2010-09-01,1
2012,Central,Monsoon,do,201.73681110279193,2012-06-01,0
2012,Central,Monsoon,do,201.73681110279193,2012-08-01,0
2014,Central,Monsoon,do,201.56927712091954,2014-06-01,1
2014,Central,Monsoon,do,201.56927712091954,2014-07-01,1
2014,Central,Monsoon,do,201.56927712091954,2014-08-01,1
2014,Central,Monsoon,do,201.56927712091954,2014-09-01,0
2015,Central,Monsoon,do,201.03443172579836,2015-06-01,1
2015,Central,Monsoon,do,201.03443172579836,2015-07-01,1
2015,Central,Monsoon,do,201.03443172579836,2015-08-01,1
2015,Central,Monsoon,do,201.03443172579836,2015-09-01,1
2016,Central,Monsoon,do,200.75703745304074,2016-06-01,1
2016,Central,Monsoon,do,200.75703745304074,2016-07-01,1
2016,Central,Monsoon,do,200.75703745304074,2016-08-01,1
2016,Central,Monsoon,do,200.75703745304074,2016-09-01,1
2017,Central,Monsoon,do,200.95743950299914,2017-06-01,1
2017,Central,Monsoon,do,200.95743950299914,2017-07-01,1
2017,Central,Monsoon,do,200.95743950299914,2017-08-01,1
2017,Central,Monsoon,do,200.95743950299914,2017-09-01,1
2018,Central,Monsoon,do,202.14943741105077,2018-06-01,1
2018,Central,Monsoon,do,202.14943741105077,2018-09-01,1
2019,Central,Monsoon,do,200.32172240175237,2019-06-01,1
2019,Central,Monsoon,do,200.32172240175237,2019-07-01,1
2019,Central,Monsoon,do,200.32172240175237,2019-08-01,0
2019,Central,Monsoon,do,200.32172240175237,2019-09-01,1
2020,Central,Monsoon,do,199.86833416181213,2020-06-01,1
2020,Central,Monsoon,do,199.86833416181213,2020-07-01,1
2020,Central,Monsoon,do,199.86833416181213,2020-08-01,1
2020,Central,Monsoon,do,199.86833416181213,2020-09-01,1
2021,Central,Monsoon,do,200.13608639187217,2021-06-01,1
2021,Central,Monsoon,do,200.13608639187217,2021-07-01,1
2021,Central,Monsoon,do,200.13608639187217,2021-08-01,1
2021,Central,Monsoon,do,200.13608639187217,2021-09-01,1
2022,Central,Monsoon,do,200.492812757508,2022-06-01,1
2022,Central,Monsoon,do,200.492812757508,2022-07-01,1
2022,Central,Monsoon,do,200.492812757508,2022-08-01,1
2022,Central,Monsoon,do,200.492812757508,2022-09-01,1
2023,Central,Monsoon,do,199.41105720478788,2023-06-01,1
2023,Central,Monsoon,do,199.41105720478788,2023-07-01,1
2023,Central,Monsoon,do,199.41105720478788,2023-08-01,1
2023,Central,Monsoon,do,199.41105720478788,2023-09-01,0
2024,Central,Monsoon,do,199.62951291531,2024-06-01,1
2024,Central,Monsoon,do,199.62951291531,2024-07-01,1
2024,Central,Monsoon,do,199.62951291531,2024-08-01,1
2024,Central,Monsoon,do,199.62951291531,2024-09-01,1
2025,Central,Monsoon,do,199.9692199339138,2025-06-01,0
1995,Central,Post-monsoon,do,203.83165276086976,1995-11-01,1
1997,Central,Post-monsoon,do,202.76100488064105,1997-10-01,1
1997,Central,Post-monsoon,do,202.76100488064105,1997-11-01,1
1998,Central,Post-monsoon,do,203.16893180461625,1998-10-01,1
1998,Central,Post-monsoon,do,203.16893180461625,1998-11-01,1
1999,Central,Post-monsoon,do,204.57391627795366,1999-10-01,0
1999,Central,Post-monsoon,do,204.57391627795366,1999-11-01,1
2000,Central,Post-monsoon,do,203.82558943782772,2000-10-01,0
2000,Central,Post-monsoon,do,203.82558943782772,2000-11-01,0
2001,Central,Post-monsoon,do,203.42627236010685,2001-10-01,1
2001,Central,Post-monsoon,do,203.42627236010685,2001-11-01,1
2002,Central,Post-monsoon,do,203.39079564363607,2002-10-01,1
2002,Central,Post-monsoon,do,203.39079564363607,2002-11-01,1
2003,Central,Post-monsoon,do,203.31029570471844,2003-10-01,0
2003,Central,Post-monsoon,do,203.31029570471844,2003-11-01,1
2004,Central,Post-monsoon,do,202.9896415815166,2004-10-01,0
2004,Central,Post-monsoon,do,202.9896415815166,2004-11-01,1
2005,Central,Post-monsoon,do,203.1334711493006,2005-10-01,1
2005,Central,Post-monsoon,do,203.1334711493006,2005-11-01,1
2006,Central,Post-monsoon,do,203.47520554068848,2006-10-01,1
2006,Central,Post-monsoon,do,203.47520554068848,2006-11-01,1
2007,Central,Post-monsoon,do,203.97419845543521,2007-11-01,0
2008,Central,Post-monsoon,do,203.01136193954733,2008-10-01,1
2008,Central,Post-monsoon,do,203.01136193954733,2008-11-01,0
2009,Central,Post-monsoon,do,202.95465359296796,2009-10-01,1
2009,Central,Post-monsoon,do,202.95465359296796,2009-11-01,1
2010,Central,Post-monsoon,do,202.80640779852854,2010-10-01,1
2010,Central,Post-monsoon,do,202.80640779852854,2010-11-01,1
2011,Central,Post-monsoon,do,203.41286641012164,2011-10-01,1
2011,Central,Post-monsoon,do,203.41286641012164,2011-11-01,1
2012,Central,Post-monsoon,do,203.40038094828424,2012-10-01,1
2012,Central,Post-monsoon,do,203.40038094828424,2012-11-01,1
2013,Central,Post-monsoon,do,204.2160089595984,2013-11-01,0
2014,Central,Post-monsoon,do,203.43654552014334,2014-10-01,1
2014,Central,Post-monsoon,do,203.43654552014334,2014-11-01,1
2015,Central,Post-monsoon,do,202.41455853105913,2015-10-01,1
2015,Central,Post-monsoon,do,202.41455853105913,2015-11-01,1
2016,Central,Post-monsoon,do,203.2208180668366,2016-11-01,0
2017,Central,Post-monsoon,do,202.26908406222975,2017-10-01,1
2017,Central,Post-monsoon,do,202.26908406222975,2017-11-01,1
2018,Central,Post-monsoon,do,203.54431630940297,2018-10-01,1
2018,Central,Post-monsoon,do,203.54431630940297,2018-11-01,1
2019,Central,Post-monsoon,do,202.50964862309485,2019-10-01,1
2019,Central,Post-monsoon,do,202.50964862309485,2019-11-01,1
2020,Central,Post-monsoon,do,202.34816449582377,2020-10-01,0
2020,Central,Post-monsoon,do,202.34816449582377,2020-11-01,1
2021,Central,Post-monsoon,do,202.2201242528365,2021-10-01,1
2021,Central,Post-monsoon,do,202.2201242528365,2021-11-01,1
2023,Central,Post-monsoon,do,201.60618965197,2023-10-01,1
2023,Central,Post-monsoon,do,201.60618965197,2023-11-01,1
2024,Central,Post-monsoon,do,201.57016526846152,2024-10-01,1
2024,Central,Post-monsoon,do,201.57016526846152,2024-11-01,1
1995,Central,Pre-monsoon,do,204.77321646100995,1995-03-01,1
1995,Central,Pre-monsoon,do,204.77321646100995,1995-04-01,1
1995,Central,Pre-monsoon,do,204.77321646100995,1995-05-01,1
1996,Central,Pre-monsoon,do,204.13618096059008,1996-04-01,1
1996,Central,Pre-monsoon,do,204.13618096059008,1996-05-01,0
1997,Central,Pre-monsoon,do,204.95746685007177,1997-05-01,1
1998,Central,Pre-monsoon,do,203.44642605152157,1998-03-01,1
1998,Central,Pre-monsoon,do,203.44642605152157,1998-04-01,1
1998,Central,Pre-monsoon,do,203.44642605152157,1998-05-01,1
1999,Central,Pre-monsoon,do,203.21536719996777,1999-03-01,1
1999,Central,Pre-monsoon,do,203.21536719996777,1999-04-01,0
2000,Central,Pre-monsoon,do,203.31322397442466,2000-03-01,0
2000,Central,Pre-monsoon,do,203.31322397442466,2000-04-01,0
2000,Central,Pre-monsoon,do,203.31322397442466,2000-05-01,1
2001,Central,Pre-monsoon,do,203.11247230696665,2001-03-01,0
2001,Central,Pre-monsoon,do,203.11247230696665,2001-04-01,1
2001,Central,Pre-monsoon,do,203.11247230696665,2001-05-01,1
2002,Central,Pre-monsoon,do,203.53764918674915,2002-03-01,0
2002,Central,Pre-monsoon,do,203.53764918674915,2002-04-01,1
2002,Central,Pre-monsoon,do,203.53764918674915,2002-05-01,1
2003,Central,Pre-monsoon,do,203.66774397973165,2003-04-01,1
2003,Central,Pre-monsoon,do,203.66774397973165,2003-05-01,1
2004,Central,Pre-monsoon,do,203.32182450598506,2004-04-01,1
2004,Central,Pre-monsoon,do,203.32182450598506,2004-05-01,0
2005,Central,Pre-monsoon,do,202.7983511471704,2005-03-01,1
2005,Central,Pre-monsoon,do,202.7983511471704,2005-04-01,1
2005,Central,Pre-monsoon,do,202.7983511471704,2005-05-01,1
2006,Central,Pre-monsoon,do,203.03544878131711,2006-03-01,1
2006,Central,Pre-monsoon,do,203.03544878131711,2006-04-01,1
2006,Central,Pre-monsoon,do,203.03544878131711,2006-05-01,0
2007,Central,Pre-monsoon,do,204.96343830211882,2007-04-01,1
2008,Central,Pre-monsoon,do,203.1969998161072,2008-03-01,1
2008,Central,Pre-monsoon,do,203.1969998161072,2008-04-01,0
2009,Central,Pre-monsoon,do,202.93081716029656,2009-03-01,0
2009,Central,Pre-monsoon,do,202.93081716029656,2009-04-01,1
2010,Central,Pre-monsoon,do,201.84664719566342,2010-03-01,1
2010,Central,Pre-monsoon,do,201.84664719566342,2010-04-01,1
2010,Central,Pre-monsoon,do,201.84664719566342,2010-05-01,1
2011,Central,Pre-monsoon,do,203.78926717808903,2011-03-01,1
2012,Central,Pre-monsoon,do,203.69193835267902,2012-03-01,0
2013,Central,Pre-monsoon,do,203.03402251036434,2013-03-01,1
2013,Central,Pre-monsoon,do,203.03402251036434,2013-04-01,0
2013,Central,Pre-monsoon,do,203.03402251036434,2013-05-01,1
2014,Central,Pre-monsoon,do,204.69249438923453,2014-03-01,0
2014,Central,Pre-monsoon,do,204.69249438923453,2014-04-01,1
2014,Central,Pre-monsoon,do,204.69249438923453,2014-05-01,1
2015,Central,Pre-monsoon,do,203.70030278125788,2015-03-01,0
2015,Central,Pre-monsoon,do,203.70030278125788,2015-04-01,0
2015,Central,Pre-monsoon,do,203.70030278125788,2015-05-01,1
2016,Central,Pre-monsoon,do,202.22226835687934,2016-03-01,1
2016,Central,Pre-monsoon,do,202.22226835687934,2016-04-01,1
2016,Central,Pre-monsoon,do,202.22226835687934,2016-05-01,1
2017,Central,Pre-monsoon,do,203.44822929685515,2017-03-01,1
2017,Central,Pre-monsoon,do,203.44822929685515,2017-04-01,1
2017,Central,Pre-monsoon,do,203.44822929685515,2017-05-01,1
2018,Central,Pre-monsoon,do,203.85312305816865,2018-03-01,1
2018,Central,Pre-monsoon,do,203.85312305816865,2018-04-01,1
2018,Central,Pre-monsoon,do,203.85312305816865,2018-05-01,1
2019,Central,Pre-monsoon,do,203.06726429715877,2019-03-01,1
2019,Central,Pre-monsoon,do,203.06726429715877,2019-04-01,1
2019,Central,Pre-monsoon,do,203.06726429715877,2019-05-01,0
2020,Central,Pre-monsoon,do,204.3416624716764,2020-03-01,0
2020,Central,Pre-monsoon,do,204.3416624716764,2020-04-01,1
2020,Central,Pre-monsoon,do,204.3416624716764,2020-05-01,1
2021,Central,Pre-monsoon,do,202.89703584372623,2021-03-01,1
2021,Central,Pre-monsoon,do,202.89703584372623,2021-04-01,1
2021,Central,Pre-monsoon,do,202.89703584372623,2021-05-01,1
2022,Central,Pre-monsoon,do,202.68921727962075,2022-03-01,1
2022,Central,Pre-monsoon,do,202.68921727962075,2022-04-01,1
2022,Central,Pre-monsoon,do,202.68921727962075,2022-05-01,1
2023,Central,Pre-monsoon,do,202.7516155513877,2023-03-01,1
2023,Central,Pre-monsoon,do,202.7516155513877,2023-04-01,1
2023,Central,Pre-monsoon,do,202.7516155513877,2023-05-01,1
2024,Central,Pre-monsoon,do,202.19344202229627,2024-03-01,1
2024,Central,Pre-monsoon,do,202.19344202229627,2024-04-01,1
2024,Central,Pre-monsoon,do,202.19344202229627,2024-05-01,1
2025,Central,Pre-monsoon,do,201.67781995209126,2025-03-01,1
2025,Central,Pre-monsoon,do,201.67781995209126,2025-04-01,0
2025,Central,Pre-monsoon,do,201.67781995209126,2025-05-01,1
1995,Central,Winter,do,208.32383278211628,1995-01-01,0
1995,Central,Winter,do,208.32383278211628,1995-02-01,0
1997,Central,Winter,do,207.36602739016075,1997-12-01,1
1998,Central,Winter,do,206.35371621759245,1998-01-01,1
1998,Central,Winter,do,206.35371621759245,1998-02-01,1
1998,Central,Winter,do,206.35371621759245,1998-12-01,1
1999,Central,Winter,do,206.83966623562273,1999-01-01,1
1999,Central,Winter,do,206.83966623562273,1999-02-01,1
2000,Central,Winter,do,207.71945040895605,2000-01-01,0
2000,Central,Winter,do,207.71945040895605,2000-02-01,1
2001,Central,Winter,do,207.07404929969016,2001-12-01,1
2002,Central,Winter,do,206.9133980198926,2002-01-01,1
2002,Central,Winter,do,206.9133980198926,2002-02-01,1
2002,Central,Winter,do,206.9133980198926,2002-12-01,1
2003,Central,Winter,do,206.69242388380357,2003-01-01,0
2003,Central,Winter,do,206.69242388380357,2003-02-01,1
2003,Central,Winter,do,206.69242388380357,2003-12-01,0
2004,Central,Winter,do,206.330919532247,2004-01-01,0
2004,Central,Winter,do,206.330919532247,2004-02-01,1
2004,Central,Winter,do,206.330919532247,2004-12-01,0
2005,Central,Winter,do,206.37034723351246,2005-01-01,1
2005,Central,Winter,do,206.37034723351246,2005-02-01,1
2006,Central,Winter,do,206.57608509045443,2006-01-01,1
2006,Central,Winter,do,206.57608509045443,2006-02-01,1
2006,Central,Winter,do,206.57608509045443,2006-12-01,1
2007,Central,Winter,do,208.04829031698537,2007-01-01,0
2007,Central,Winter,do,208.04829031698537,2007-02-01,0
2008,Central,Winter,do,206.80909425990055,2008-01-01,0
2008,Central,Winter,do,206.80909425990055,2008-02-01,1
2008,Central,Winter,do,206.80909425990055,2008-12-01,0
2009,Central,Winter,do,206.94261047387832,2009-01-01,0
2009,Central,Winter,do,206.94261047387832,2009-12-01,1
2010,Central,Winter,do,205.8785701506098,2010-01-01,1
2010,Central,Winter,do,205.8785701506098,2010-02-01,1
2010,Central,Winter,do,205.8785701506098,2010-12-01,1
2011,Central,Winter,do,206.23076654399577,2011-01-01,1
2011,Central,Winter,do,206.23076654399577,2011-02-01,1
2011,Central,Winter,do,206.23076654399577,2011-12-01,1
2012,Central,Winter,do,206.61820654043456,2012-01-01,0
2012,Central,Winter,do,206.61820654043456,2012-12-01,1
2013,Central,Winter,do,206.72769104029499,2013-01-01,1
2013,Central,Winter,do,206.72769104029499,2013-02-01,1
2014,Central,Winter,do,207.739115334393,2014-12-01,1
2015,Central,Winter,do,206.06179404068746,2015-01-01,1
2015,Central,Winter,do,206.06179404068746,2015-02-01,1
2015,Central,Winter,do,206.06179404068746,2015-12-01,1
2016,Central,Winter,do,205.7876336715626,2016-01-01,1
2016,Central,Winter,do,205.7876336715626,2016-02-01,1
2016,Central,Winter,do,205.7876336715626,2016-12-01,1
2017,Central,Winter,do,206.08908220565203,2017-01-01,1
2017,Central,Winter,do,206.08908220565203,2017-02-01,1
2017,Central,Winter,do,206.08908220565203,2017-12-01,1
2018,Central,Winter,do,206.6473712360246,2018-01-01,1
2018,Central,Winter,do,206.6473712360246,2018-02-01,0
2018,Central,Winter,do,206.6473712360246,2018-12-01,1
2019,Central,Winter,do,206.18613877662628,2019-01-01,1
2019,Central,Winter,do,206.18613877662628,2019-02-01,1
2019,Central,Winter,do,206.18613877662628,2019-12-01,1
2020,Central,Winter,do,206.21323132081974,2020-01-01,1
2020,Central,Winter,do,206.21323132081974,2020-02-01,1
2020,Central,Winter,do,206.21323132081974,2020-12-01,1
2021,Central,Winter,do,205.16965114041847,2021-01-01,1
2021,Central,Winter,do,205.16965114041847,2021-12-01,1
2022,Central,Winter,do,205.6307519402711,2022-01-01,1
2022,Central,Winter,do,205.6307519402711,2022-02-01,1
2022,Central,Winter,do,205.6307519402711,2022-12-01,1
2023,Central,Winter,do,205.33362851244928,2023-01-01,1
2023,Central,Winter,do,205.33362851244928,2023-02-01,1
2023,Central,Winter,do,205.33362851244928,2023-12-01,1
2024,Central,Winter,do,204.72531361603055,2024-01-01,1
2024,Central,Winter,do,204.72531361603055,2024-02-01,1
2024,Central,Winter,do,204.72531361603055,2024-12-01,1
2025,Central,Winter,do,205.2342474967433,2025-01-01,1
2025,Central,Winter,do,205.2342474967433,2025-02-01,1
1995,Northern,Monsoon,do,205.84824353677553,1995-07-01,1
1995,Northern,Monsoon,do,205.84824353677553,1995-09-01,0
1996,Northern,Monsoon,do,206.53623061816344,1996-06-01,0
1996,Northern,Monsoon,do,206.53623061816344,1996-09-01,1
1997,Northern,Monsoon,do,206.264095391962,1997-06-01,1
1997,Northern,Monsoon,do,206.264095391962,1997-08-01,0
1997,Northern,Monsoon,do,206.264095391962,1997-09-01,0
1998,Northern,Monsoon,do,204.55427083193916,1998-06-01,1
1998,Northern,Monsoon,do,204.55427083193916,1998-07-01,1
1998,Northern,Monsoon,do,204.55427083193916,1998-08-01,1
1998,Northern,Monsoon,do,204.55427083193916,1998-09-01,1
1999,Northern,Monsoon,do,207.29062364643852,1999-06-01,1
2000,Northern,Monsoon,do,206.93900148716003,2000-07-01,1
2000,Northern,Monsoon,do,206.93900148716003,2000-09-01,0
2001,Northern,Monsoon,do,207.03682606407295,2001-06-01,0
2001,Northern,Monsoon,do,207.03682606407295,2001-09-01,1
2002,Northern,Monsoon,do,206.0898001645277,2002-06-01,1
2002,Northern,Monsoon,do,206.0898001645277,2002-07-01,1
2002,Northern,Monsoon,do,206.0898001645277,2002-09-01,1
2003,Northern,Monsoon,do,206.08328010641102,2003-06-01,0
2003,Northern,Monsoon,do,206.08328010641102,2003-07-01,0
2003,Northern,Monsoon,do,206.08328010641102,2003-08-01,1
2003,Northern,Monsoon,do,206.08328010641102,2003-09-01,0
2004,Northern,Monsoon,do,206.08299715885246,2004-06-01,1
2004,Northern,Monsoon,do,206.08299715885246,2004-07-01,0
2004,Northern,Monsoon,do,206.08299715885246,2004-08-01,1
2004,Northern,Monsoon,do,206.08299715885246,2004-09-01,1
2005,Northern,Monsoon,do,205.0536706536161,2005-06-01,1
2005,Northern,Monsoon,do,205.0536706536161,2005-07-01,1
2005,Northern,Monsoon,do,205.0536706536161,2005-08-01,1
2005,Northern,Monsoon,do,205.0536706536161,2005-09-01,1
2006,Northern,Monsoon,do,206.2984398242661,2006-06-01,1
2006,Northern,Monsoon,do,206.2984398242661,2006-07-01,1
2006,Northern,Monsoon,do,206.2984398242661,2006-09-01,1
2007,Northern,Monsoon,do,206.2025713293691,2007-06-01,1
2007,Northern,Monsoon,do,206.2025713293691,2007-07-01,1
2007,Northern,Monsoon,do,206.2025713293691,2007-08-01,1
2008,Northern,Monsoon,do,207.19056800305486,2008-06-01,0
2008,Northern,Monsoon,do,207.19056800305486,2008-07-01,0
2008,Northern,Monsoon,do,207.19056800305486,2008-08-01,1
2008,Northern,Monsoon,do,207.19056800305486,2008-09-01,1
2009,Northern,Monsoon,do,205.44860669789153,2009-06-01,1
2009,Northern,Monsoon,do,205.44860669789153,2009-07-01,1
2009,Northern,Monsoon,do,205.44860669789153,2009-08-01,1
2009,Northern,Monsoon,do,205.44860669789153,2009-09-01,0
2010,Northern,Monsoon,do,204.38412367713522,2010-06-01,1
2010,Northern,Monsoon,do,204.38412367713522,2010-07-01,1
2010,Northern,Monsoon,do,204.38412367713522,2010-08-01,1
2010,Northern,Monsoon,do,204.38412367713522,2010-09-01,1
2011,Northern,Monsoon,do,206.2560718932471,2011-06-01,1
2011,Northern,Monsoon,do,206.2560718932471,2011-07-01,0
2011,Northern,Monsoon,do,206.2560718932471,2011-08-01,1
2011,Northern,Monsoon,do,206.2560718932471,2011-09-01,0
2012,Northern,Monsoon,do,205.39588260037362,2012-06-01,1
2012,Northern,Monsoon,do,205.39588260037362,2012-07-01,1
2012,Northern,Monsoon,do,205.39588260037362,2012-08-01,0
2012,Northern,Monsoon,do,205.39588260037362,2012-09-01,1
2013,Northern,Monsoon,do,206.83949528403176,2013-06-01,1
2013,Northern,Monsoon,do,206.83949528403176,2013-07-01,1
2013,Northern,Monsoon,do,206.83949528403176,2013-08-01,1
2013,Northern,Monsoon,do,206.83949528403176,2013-09-01,1
2014,Northern,Monsoon,do,205.31653377477625,2014-06-01,1
2014,Northern,Monsoon,do,205.31653377477625,2014-07-01,1
2014,Northern,Monsoon,do,205.31653377477625,2014-08-01,1
2014,Northern,Monsoon,do,205.31653377477625,2014-09-01,1
2015,Northern,Monsoon,do,205.31946145464713,2015-06-01,1
2015,Northern,Monsoon,do,205.31946145464713,2015-07-01,1
2015,Northern,Monsoon,do,205.31946145464713,2015-08-01,1
2015,Northern,Monsoon,do,205.31946145464713,2015-09-01,1
2016,Northern,Monsoon,do,204.45629591957444,2016-06-01,1
2016,Northern,Monsoon,do,204.45629591957444,2016-07-01,1
2016,Northern,Monsoon,do,204.45629591957444,2016-08-01,1
2016,Northern,Monsoon,do,204.45629591957444,2016-09-01,1
2017,Northern,Monsoon,do,204.7802147330519,2017-06-01,1
2017,Northern,Monsoon,do,204.7802147330519,2017-07-01,1
2017,Northern,Monsoon,do,204.7802147330519,2017-08-01,1
2017,Northern,Monsoon,do,204.7802147330519,2017-09-01,1
2018,Northern,Monsoon,do,205.47548633009632,2018-06-01,1
2018,Northern,Monsoon,do,205.47548633009632,2018-07-01,0
2018,Northern,Monsoon,do,205.47548633009632,2018-08-01,1
2018,Northern,Monsoon,do,205.47548633009632,2018-09-01,1
2019,Northern,Monsoon,do,204.45116973456956,2019-06-01,1
2019,Northern,Monsoon,do,204.45116973456956,2019-07-01,1
2019,Northern,Monsoon,do,204.45116973456956,2019-08-01,1
2019,Northern,Monsoon,do,204.45116973456956,2019-09-01,1
2020,Northern,Monsoon,do,204.18435594109448,2020-06-01,1
2020,Northern,Monsoon,do,204.18435594109448,2020-07-01,1
2020,Northern,Monsoon,do,204.18435594109448,2020-08-01,1
2020,Northern,Monsoon,do,204.18435594109448,2020-09-01,1
2021,Northern,Monsoon,do,204.53312911387584,2021-06-01,1
2021,Northern,Monsoon,do,204.53312911387584,2021-07-01,1
2021,Northern,Monsoon,do,204.53312911387584,2021-08-01,1
2021,Northern,Monsoon,do,204.53312911387584,2021-09-01,1
2022,Northern,Monsoon,do,204.77842596881192,2022-06-01,1
2022,Northern,Monsoon,do,204.77842596881192,2022-07-01,1
2022,Northern,Monsoon,do,204.77842596881192,2022-08-01,1
2022,Northern,Monsoon,do,204.77842596881192,2022-09-01,1
2023,Northern,Monsoon,do,203.2157511116083,2023-06-01,1
2023,Northern,Monsoon,do,203.2157511116083,2023-07-01,1
2023,Northern,Monsoon,do,203.2157511116083,2023-08-01,1
2023,Northern,Monsoon,do,203.2157511116083,2023-09-01,1
2024,Northern,Monsoon,do,203.6911511583356,2024-06-01,1
2024,Northern,Monsoon,do,203.6911511583356,2024-07-01,1
2024,Northern,Monsoon,do,203.6911511583356,2024-08-01,1
2024,Northern,Monsoon,do,203.6911511583356,2024-09-01,1
2025,Northern,Monsoon,do,205.10375484989436,2025-06-01,1
1995,Northern,Post-monsoon,do,209.67566164443622,1995-10-01,0
1996,Northern,Post-monsoon,do,210.38460142768182,1996-11-01,1
1997,Northern,Post-monsoon,do,211.60810525376058,1997-10-01,1
1997,Northern,Post-monsoon,do,211.60810525376058,1997-11-01,1
1998,Northern,Post-monsoon,do,210.09464131372124,1998-10-01,1
1998,Northern,Post-monsoon,do,210.09464131372124,1998-11-01,1
2000,Northern,Post-monsoon,do,211.9787379292656,2000-10-01,1
2000,Northern,Post-monsoon,do,211.9787379292656,2000-11-01,1
2001,Northern,Post-monsoon,do,209.373012405081,2001-10-01,1
2001,Northern,Post-monsoon,do,209.373012405081,2001-11-01,1
2002,Northern,Post-monsoon,do,211.7249774688896,2002-10-01,1
2002,Northern,Post-monsoon,do,211.7249774688896,2002-11-01,1
2003,Northern,Post-monsoon,do,210.9408127579382,2003-10-01,1
2003,Northern,Post-monsoon,do,210.9408127579382,2003-11-01,1
2004,Northern,Post-monsoon,do,210.67311989704837,2004-10-01,1
2004,Northern,Post-monsoon,do,210.67311989704837,2004-11-01,1
2005,Northern,Post-monsoon,do,210.12459573273895,2005-10-01,0
2005,Northern,Post-monsoon,do,210.12459573273895,2005-11-01,1
2006,Northern,Post-monsoon,do,211.9885497505522,2006-10-01,1
2006,Northern,Post-monsoon,do,211.9885497505522,2006-11-01,1
2007,Northern,Post-monsoon,do,210.8107525838571,2007-10-01,1
2008,Northern,Post-monsoon,do,211.70724983463595,2008-10-01,1
2008,Northern,Post-monsoon,do,211.70724983463595,2008-11-01,0
2009,Northern,Post-monsoon,do,209.87719817557405,2009-10-01,0
