year,subbasin,season,variable,value,year_month,is_mhw
2015,Southern,Winter,do,202.81973192184978,2015-02-01,1
2015,Southern,Winter,do,202.81973192184978,2015-12-01,1
2016,Southern,Winter,do,202.07033125955255,2016-01-01,1
2016,Southern,Winter,do,202.07033125955255,2016-02-01,1
2016,Southern,Winter,do,202.07033125955255,2016-12-01,1
2017,Southern,Winter,do,203.0244639344686,2017-01-01,0
2017,Southern,Winter,do,203.0244639344686,2017-12-01,1
2018,Southern,Winter,do,203.180440467553,2018-01-01,1
2018,Southern,Winter,do,203.180440467553,2018-02-01,1
2018,Southern,Winter,do,203.180440467553,2018-12-01,1
2019,Southern,Winter,do,202.8360408330235,2019-01-01,1
2019,Southern,Winter,do,202.8360408330235,2019-02-01,1
2019,Southern,Winter,do,202.8360408330235,2019-12-01,1
2020,Southern,Winter,do,202.90427854389404,2020-01-01,1
2020,Southern,Winter,do,202.90427854389404,2020-02-01,1
2020,Southern,Winter,do,202.90427854389404,2020-12-01,1
2021,Southern,Winter,do,201.86269661905243,2021-01-01,1
2021,Southern,Winter,do,201.86269661905243,2021-02-01,1
2021,Southern,Winter,do,201.86269661905243,2021-12-01,1
2022,Southern,Winter,do,202.55737300426983,2022-01-01,1
2022,Southern,Winter,do,202.55737300426983,2022-02-01,1
2023,Southern,Winter,do,202.48381586355637,2023-12-01,1
2024,Southern,Winter,do,201.66287156722103,2024-01-01,1
2024,Southern,Winter,do,201.66287156722103,2024-02-01,1
2024,Southern,Winter,do,201.66287156722103,2024-12-01,1
2025,Southern,Winter,do,201.64137771997764,2025-01-01,1
2025,Southern,Winter,do,201.64137771997764,2025-02-01,1
1995,Central,Monsoon,no3,0.694515282327316,1995-06-01,1
1995,Central,Monsoon,no3,0.694515282327316,1995-07-01,1
1995,Central,Monsoon,no3,0.694515282327316,1995-08-01,0
1995,Central,Monsoon,no3,0.694515282327316,1995-09-01,1
1996,Central,Monsoon,no3,0.5366807077786834,1996-06-01,1
1996,Central,Monsoon,no3,0.5366807077786834,1996-07-01,1
1996,Central,Monsoon,no3,0.5366807077786834,1996-08-01,0
1996,Central,Monsoon,no3,0.5366807077786834,1996-09-01,0
1997,Central,Monsoon,no3,0.4964796952370286,1997-06-01,1
1997,Central,Monsoon,no3,0.4964796952370286,1997-07-01,0
1997,Central,Monsoon,no3,0.4964796952370286,1997-09-01,1
1998,Central,Monsoon,no3,0.533968594719895,1998-06-01,1
1998,Central,Monsoon,no3,0.533968594719895,1998-07-01,1
1998,Central,Monsoon,no3,0.533968594719895,1998-08-01,1
1998,Central,Monsoon,no3,0.533968594719895,1998-09-01,1
1999,Central,Monsoon,no3,0.5245608693187847,1999-08-01,0
1999,Central,Monsoon,no3,0.5245608693187847,1999-09-01,0
2000,Central,Monsoon,no3,0.5345230497369615,2000-06-01,1
2000,Central,Monsoon,no3,0.5345230497369615,2000-08-01,1
2000,Central,Monsoon,no3,0.5345230497369615,2000-09-01,1
2001,Central,Monsoon,no3,0.8278453222615285,2001-06-01,1
2001,Central,Monsoon,no3,0.8278453222615285,2001-07-01,1
2001,Central,Monsoon,no3,0.8278453222615285,2001-08-01,1
2001,Central,Monsoon,no3,0.8278453222615285,2001-09-01,1
2002,Central,Monsoon,no3,0.49541031002911196,2002-06-01,0
2002,Central,Monsoon,no3,0.49541031002911196,2002-07-01,1
2002,Central,Monsoon,no3,0.49541031002911196,2002-08-01,1
2002,Central,Monsoon,no3,0.49541031002911196,2002-09-01,1
2003,Central,Monsoon,no3,0.7241417215166153,2003-06-01,0
2003,Central,Monsoon,no3,0.7241417215166153,2003-07-01,0
2003,Central,Monsoon,no3,0.7241417215166153,2003-08-01,0
2003,Central,Monsoon,no3,0.7241417215166153,2003-09-01,0
2004,Central,Monsoon,no3,0.574537390640973,2004-06-01,0
2004,Central,Monsoon,no3,0.574537390640973,2004-07-01,0
2004,Central,Monsoon,no3,0.574537390640973,2004-08-01,1
2004,Central,Monsoon,no3,0.574537390640973,2004-09-01,1
2005,Central,Monsoon,no3,0.8186779046182391,2005-06-01,1
2005,Central,Monsoon,no3,0.8186779046182391,2005-07-01,1
2005,Central,Monsoon,no3,0.8186779046182391,2005-08-01,1
2005,Central,Monsoon,no3,0.8186779046182391,2005-09-01,1
2006,Central,Monsoon,no3,0.5276742529025598,2006-06-01,1
2006,Central,Monsoon,no3,0.5276742529025598,2006-07-01,1
2006,Central,Monsoon,no3,0.5276742529025598,2006-08-01,0
2006,Central,Monsoon,no3,0.5276742529025598,2006-09-01,1
2007,Central,Monsoon,no3,0.585216563649871,2007-06-01,1
2007,Central,Monsoon,no3,0.585216563649871,2007-07-01,1
2007,Central,Monsoon,no3,0.585216563649871,2007-08-01,1
2008,Central,Monsoon,no3,0.638796109810036,2008-06-01,0
2008,Central,Monsoon,no3,0.638796109810036,2008-07-01,1
2008,Central,Monsoon,no3,0.638796109810036,2008-08-01,0
2008,Central,Monsoon,no3,0.638796109810036,2008-09-01,1
2009,Central,Monsoon,no3,0.5864367504254127,2009-06-01,0
2009,Central,Monsoon,no3,0.5864367504254127,2009-07-01,1
2009,Central,Monsoon,no3,0.5864367504254127,2009-08-01,1
2009,Central,Monsoon,no3,0.5864367504254127,2009-09-01,1
2010,Central,Monsoon,no3,0.795563067713214,2010-06-01,1
2010,Central,Monsoon,no3,0.795563067713214,2010-07-01,1
2010,Central,Monsoon,no3,0.795563067713214,2010-08-01,1
2010,Central,Monsoon,no3,0.795563067713214,2010-09-01,1
2012,Central,Monsoon,no3,0.6988172596332112,2012-06-01,0
2012,Central,Monsoon,no3,0.6988172596332112,2012-08-01,0
2014,Central,Monsoon,no3,0.6029942593616655,2014-06-01,1
2014,Central,Monsoon,no3,0.6029942593616655,2014-07-01,1
2014,Central,Monsoon,no3,0.6029942593616655,2014-08-01,1
2014,Central,Monsoon,no3,0.6029942593616655,2014-09-01,0
2015,Central,Monsoon,no3,0.6136122395496398,2015-06-01,1
2015,Central,Monsoon,no3,0.6136122395496398,2015-07-01,1
2015,Central,Monsoon,no3,0.6136122395496398,2015-08-01,1
2015,Central,Monsoon,no3,0.6136122395496398,2015-09-01,1
2016,Central,Monsoon,no3,0.7086178351209889,2016-06-01,1
2016,Central,Monsoon,no3,0.7086178351209889,2016-07-01,1
2016,Central,Monsoon,no3,0.7086178351209889,2016-08-01,1
2016,Central,Monsoon,no3,0.7086178351209889,2016-09-01,1
2017,Central,Monsoon,no3,0.6020505844540512,2017-06-01,1
2017,Central,Monsoon,no3,0.6020505844540512,2017-07-01,1
2017,Central,Monsoon,no3,0.6020505844540512,2017-08-01,1
2017,Central,Monsoon,no3,0.6020505844540512,2017-09-01,1
2018,Central,Monsoon,no3,0.7032484353355095,2018-06-01,1
2018,Central,Monsoon,no3,0.7032484353355095,2018-09-01,1
2019,Central,Monsoon,no3,0.5777584354319001,2019-06-01,1
2019,Central,Monsoon,no3,0.5777584354319001,2019-07-01,1
2019,Central,Monsoon,no3,0.5777584354319001,2019-08-01,0
2019,Central,Monsoon,no3,0.5777584354319001,2019-09-01,1
2020,Central,Monsoon,no3,0.4519711609392547,2020-06-01,1
2020,Central,Monsoon,no3,0.4519711609392547,2020-07-01,1
2020,Central,Monsoon,no3,0.4519711609392547,2020-08-01,1
2020,Central,Monsoon,no3,0.4519711609392547,2020-09-01,1
2021,Central,Monsoon,no3,0.5484689053892473,2021-06-01,1
2021,Central,Monsoon,no3,0.5484689053892473,2021-07-01,1
2021,Central,Monsoon,no3,0.5484689053892473,2021-08-01,1
2021,Central,Monsoon,no3,0.5484689053892473,2021-09-01,1
2022,Central,Monsoon,no3,0.6103496407753723,2022-06-01,1
2022,Central,Monsoon,no3,0.6103496407753723,2022-07-01,1
2022,Central,Monsoon,no3,0.6103496407753723,2022-08-01,1
2022,Central,Monsoon,no3,0.6103496407753723,2022-09-01,1
2023,Central,Monsoon,no3,0.7012109746548244,2023-06-01,1
2023,Central,Monsoon,no3,0.7012109746548244,2023-07-01,1
2023,Central,Monsoon,no3,0.7012109746548244,2023-08-01,1
2023,Central,Monsoon,no3,0.7012109746548244,2023-09-01,0
2024,Central,Monsoon,no3,0.5421208552353101,2024-06-01,1
2024,Central,Monsoon,no3,0.5421208552353101,2024-07-01,1
2024,Central,Monsoon,no3,0.5421208552353101,2024-08-01,1
2024,Central,Monsoon,no3,0.5421208552353101,2024-09-01,1
2025,Central,Monsoon,no3,0.6280402929924493,2025-06-01,0
1995,Central,Post-monsoon,no3,1.2059715920115819,1995-11-01,1
1997,Central,Post-monsoon,no3,1.1767380929390652,1997-10-01,1
1997,Central,Post-monsoon,no3,1.1767380929390652,1997-11-01,1
1998,Central,Post-monsoon,no3,1.0029270664885608,1998-10-01,1
1998,Central,Post-monsoon,no3,1.0029270664885608,1998-11-01,1
1999,Central,Post-monsoon,no3,1.1402868321705313,1999-10-01,0
1999,Central,Post-monsoon,no3,1.1402868321705313,1999-11-01,1
2000,Central,Post-monsoon,no3,0.9638827991015086,2000-10-01,0
2000,Central,Post-monsoon,no3,0.9638827991015086,2000-11-01,0
2001,Central,Post-monsoon,no3,1.341075798329276,2001-10-01,1
2001,Central,Post-monsoon,no3,1.341075798329276,2001-11-01,1
2002,Central,Post-monsoon,no3,1.219470094919088,2002-10-01,1
2002,Central,Post-monsoon,no3,1.219470094919088,2002-11-01,1
2003,Central,Post-monsoon,no3,1.3617363143903751,2003-10-01,0
2003,Central,Post-monsoon,no3,1.3617363143903751,2003-11-01,1
2004,Central,Post-monsoon,no3,1.1305197267877896,2004-10-01,0
2004,Central,Post-monsoon,no3,1.1305197267877896,2004-11-01,1
2005,Central,Post-monsoon,no3,1.2115132160539488,2005-10-01,1
2005,Central,Post-monsoon,no3,1.2115132160539488,2005-11-01,1
2006,Central,Post-monsoon,no3,1.2261235171628835,2006-10-01,1
2006,Central,Post-monsoon,no3,1.2261235171628835,2006-11-01,1
2007,Central,Post-monsoon,no3,1.0182477287018592,2007-11-01,0
2008,Central,Post-monsoon,no3,1.2875184919861853,2008-10-01,1
2008,Central,Post-monsoon,no3,1.2875184919861853,2008-11-01,0
2009,Central,Post-monsoon,no3,1.5155596979195165,2009-10-01,1
2009,Central,Post-monsoon,no3,1.5155596979195165,2009-11-01,1
2010,Central,Post-monsoon,no3,1.3396238674456808,2010-10-01,1
2010,Central,Post-monsoon,no3,1.3396238674456808,2010-11-01,1
2011,Central,Post-monsoon,no3,1.1415275790603803,2011-10-01,1
2011,Central,Post-monsoon,no3,1.1415275790603803,2011-11-01,1
2012,Central,Post-monsoon,no3,1.3463508268894668,2012-10-01,1
2012,Central,Post-monsoon,no3,1.3463508268894668,2012-11-01,1
2013,Central,Post-monsoon,no3,1.1785993078792594,2013-11-01,0
2014,Central,Post-monsoon,no3,0.9678624604525539,2014-10-01,1
2014,Central,Post-monsoon,no3,0.9678624604525539,2014-11-01,1
2015,Central,Post-monsoon,no3,1.0488558848888268,2015-10-01,1
2015,Central,Post-monsoon,no3,1.0488558848888268,2015-11-01,1
2016,Central,Post-monsoon,no3,1.2653855914365832,2016-11-01,0
2017,Central,Post-monsoon,no3,1.1235169802525764,2017-10-01,1
2017,Central,Post-monsoon,no3,1.1235169802525764,2017-11-01,1
2018,Central,Post-monsoon,no3,1.3513418121609329,2018-10-01,1
2018,Central,Post-monsoon,no3,1.3513418121609329,2018-11-01,1
2019,Central,Post-monsoon,no3,1.1511646234202086,2019-10-01,1
2019,Central,Post-monsoon,no3,1.1511646234202086,2019-11-01,1
2020,Central,Post-monsoon,no3,0.9849373441715541,2020-10-01,0
2020,Central,Post-monsoon,no3,0.9849373441715541,2020-11-01,1
2021,Central,Post-monsoon,no3,1.115806703522117,2021-10-01,1
2021,Central,Post-monsoon,no3,1.115806703522117,2021-11-01,1
2023,Central,Post-monsoon,no3,1.2437029514418843,2023-10-01,1
2023,Central,Post-monsoon,no3,1.2437029514418843,2023-11-01,1
2024,Central,Post-monsoon,no3,1.0221825151619806,2024-10-01,1
2024,Central,Post-monsoon,no3,1.0221825151619806,2024-11-01,1
1995,Central,Pre-monsoon,no3,0.5866519333899026,1995-03-01,1
1995,Central,Pre-monsoon,no3,0.5866519333899026,1995-04-01,1
1995,Central,Pre-monsoon,no3,0.5866519333899026,1995-05-01,1
1996,Central,Pre-monsoon,no3,0.4390857832990685,1996-04-01,1
1996,Central,Pre-monsoon,no3,0.4390857832990685,1996-05-01,0
1997,Central,Pre-monsoon,no3,0.5106659523385879,1997-05-01,1
1998,Central,Pre-monsoon,no3,0.5858433186534611,1998-03-01,1
1998,Central,Pre-monsoon,no3,0.5858433186534611,1998-04-01,1
1998,Central,Pre-monsoon,no3,0.5858433186534611,1998-05-01,1
1999,Central,Pre-monsoon,no3,0.39295421551124726,1999-03-01,1
1999,Central,Pre-monsoon,no3,0.39295421551124726,1999-04-01,0
2000,Central,Pre-monsoon,no3,0.4482945344582326,2000-03-01,0
2000,Central,Pre-monsoon,no3,0.4482945344582326,2000-04-01,0
2000,Central,Pre-monsoon,no3,0.4482945344582326,2000-05-01,1
2001,Central,Pre-monsoon,no3,0.614599464050792,2001-03-01,0
2001,Central,Pre-monsoon,no3,0.614599464050792,2001-04-01,1
2001,Central,Pre-monsoon,no3,0.614599464050792,2001-05-01,1
2002,Central,Pre-monsoon,no3,0.6504104489132613,2002-03-01,0
2002,Central,Pre-monsoon,no3,0.6504104489132613,2002-04-01,1
2002,Central,Pre-monsoon,no3,0.6504104489132613,2002-05-01,1
2003,Central,Pre-monsoon,no3,0.7069460568557604,2003-04-01,1
2003,Central,Pre-monsoon,no3,0.7069460568557604,2003-05-01,1
2004,Central,Pre-monsoon,no3,0.6691963517517209,2004-04-01,1
2004,Central,Pre-monsoon,no3,0.6691963517517209,2004-05-01,0
2005,Central,Pre-monsoon,no3,1.206254948043915,2005-03-01,1
2005,Central,Pre-monsoon,no3,1.206254948043915,2005-04-01,1
2005,Central,Pre-monsoon,no3,1.206254948043915,2005-05-01,1
2006,Central,Pre-monsoon,no3,0.5400730760516386,2006-03-01,1
2006,Central,Pre-monsoon,no3,0.5400730760516386,2006-04-01,1
2006,Central,Pre-monsoon,no3,0.5400730760516386,2006-05-01,0
2007,Central,Pre-monsoon,no3,0.6300790385458521,2007-04-01,1
2008,Central,Pre-monsoon,no3,0.5030716391100197,2008-03-01,1
2008,Central,Pre-monsoon,no3,0.5030716391100197,2008-04-01,0
2009,Central,Pre-monsoon,no3,0.6599104354862276,2009-03-01,0
2009,Central,Pre-monsoon,no3,0.6599104354862276,2009-04-01,1
2010,Central,Pre-monsoon,no3,0.7870601457735926,2010-03-01,1
2010,Central,Pre-monsoon,no3,0.7870601457735926,2010-04-01,1
2010,Central,Pre-monsoon,no3,0.7870601457735926,2010-05-01,1
2011,Central,Pre-monsoon,no3,0.527647867403081,2011-03-01,1
2012,Central,Pre-monsoon,no3,1.0638958703724508,2012-03-01,0
2013,Central,Pre-monsoon,no3,0.8716445918050207,2013-03-01,1
2013,Central,Pre-monsoon,no3,0.8716445918050207,2013-04-01,0
2013,Central,Pre-monsoon,no3,0.8716445918050207,2013-05-01,1
2014,Central,Pre-monsoon,no3,0.8829819301628886,2014-03-01,0
2014,Central,Pre-monsoon,no3,0.8829819301628886,2014-04-01,1
2014,Central,Pre-monsoon,no3,0.8829819301628886,2014-05-01,1
2015,Central,Pre-monsoon,no3,0.7903027539271887,2015-03-01,0
2015,Central,Pre-monsoon,no3,0.7903027539271887,2015-04-01,0
2015,Central,Pre-monsoon,no3,0.7903027539271887,2015-05-01,1
2016,Central,Pre-monsoon,no3,1.1799936367599158,2016-03-01,1
2016,Central,Pre-monsoon,no3,1.1799936367599158,2016-04-01,1
2016,Central,Pre-monsoon,no3,1.1799936367599158,2016-05-01,1
2017,Central,Pre-monsoon,no3,0.6664913019066653,2017-03-01,1
2017,Central,Pre-monsoon,no3,0.6664913019066653,2017-04-01,1
2017,Central,Pre-monsoon,no3,0.6664913019066653,2017-05-01,1
2018,Central,Pre-monsoon,no3,0.9177667872052827,2018-03-01,1
2018,Central,Pre-monsoon,no3,0.9177667872052827,2018-04-01,1
2018,Central,Pre-monsoon,no3,0.9177667872052827,2018-05-01,1
2019,Central,Pre-monsoon,no3,0.73998861949099,2019-03-01,1
2019,Central,Pre-monsoon,no3,0.73998861949099,2019-04-01,1
2019,Central,Pre-monsoon,no3,0.73998861949099,2019-05-01,0
2020,Central,Pre-monsoon,no3,0.4318679729720623,2020-03-01,0
2020,Central,Pre-monsoon,no3,0.4318679729720623,2020-04-01,1
2020,Central,Pre-monsoon,no3,0.4318679729720623,2020-05-01,1
2021,Central,Pre-monsoon,no3,0.48522395834835946,2021-03-01,1
2021,Central,Pre-monsoon,no3,0.48522395834835946,2021-04-01,1
2021,Central,Pre-monsoon,no3,0.48522395834835946,2021-05-01,1
2022,Central,Pre-monsoon,no3,0.5680587586106945,2022-03-01,1
2022,Central,Pre-monsoon,no3,0.5680587586106945,2022-04-01,1
2022,Central,Pre-monsoon,no3,0.5680587586106945,2022-05-01,1
2023,Central,Pre-monsoon,no3,0.6966709619825048,2023-03-01,1
2023,Central,Pre-monsoon,no3,0.6966709619825048,2023-04-01,1
2023,Central,Pre-monsoon,no3,0.6966709619825048,2023-05-01,1
2024,Central,Pre-monsoon,no3,0.5830370795352317,2024-03-01,1
2024,Central,Pre-monsoon,no3,0.5830370795352317,2024-04-01,1
2024,Central,Pre-monsoon,no3,0.5830370795352317,2024-05-01,1
2025,Central,Pre-monsoon,no3,0.5197115164774941,2025-03-01,1
2025,Central,Pre-monsoon,no3,0.5197115164774941,2025-04-01,0
2025,Central,Pre-monsoon,no3,0.5197115164774941,2025-05-01,1
1995,Central,Winter,no3,0.6169330863089092,1995-01-01,0
1995,Central,Winter,no3,0.6169330863089092,1995-02-01,0
1997,Central,Winter,no3,0.6783541278539754,1997-12-01,1
1998,Central,Winter,no3,0.7585899105438906,1998-01-01,1
1998,Central,Winter,no3,0.7585899105438906,1998-02-01,1
1998,Central,Winter,no3,0.7585899105438906,1998-12-01,1
1999,Central,Winter,no3,0.5015850913791675,1999-01-01,1
1999,Central,Winter,no3,0.5015850913791675,1999-02-01,1
2000,Central,Winter,no3,0.5560135044046486,2000-01-01,0
2000,Central,Winter,no3,0.5560135044046486,2000-02-01,1
2001,Central,Winter,no3,0.6023399599837139,2001-12-01,1
2002,Central,Winter,no3,0.8061571749331878,2002-01-01,1
2002,Central,Winter,no3,0.8061571749331878,2002-02-01,1
2002,Central,Winter,no3,0.8061571749331878,2002-12-01,1
2003,Central,Winter,no3,0.8225313597986602,2003-01-01,0
2003,Central,Winter,no3,0.8225313597986602,2003-02-01,1
2003,Central,Winter,no3,0.8225313597986602,2003-12-01,0
2004,Central,Winter,no3,0.7364446277447249,2004-01-01,0
2004,Central,Winter,no3,0.7364446277447249,2004-02-01,1
2004,Central,Winter,no3,0.7364446277447249,2004-12-01,0
2005,Central,Winter,no3,0.7183878575313557,2005-01-01,1
2005,Central,Winter,no3,0.7183878575313557,2005-02-01,1
2006,Central,Winter,no3,0.7769768273170939,2006-01-01,1
2006,Central,Winter,no3,0.7769768273170939,2006-02-01,1
2006,Central,Winter,no3,0.7769768273170939,2006-12-01,1
2007,Central,Winter,no3,0.8056253244271879,2007-01-01,0
2007,Central,Winter,no3,0.8056253244271879,2007-02-01,0
2008,Central,Winter,no3,0.7230708136831122,2008-01-01,0
2008,Central,Winter,no3,0.7230708136831122,2008-02-01,1
2008,Central,Winter,no3,0.7230708136831122,2008-12-01,0
2009,Central,Winter,no3,0.8444387311568734,2009-01-01,0
2009,Central,Winter,no3,0.8444387311568734,2009-12-01,1
2010,Central,Winter,no3,0.8453355022685267,2010-01-01,1
2010,Central,Winter,no3,0.8453355022685267,2010-02-01,1
2010,Central,Winter,no3,0.8453355022685267,2010-12-01,1
2011,Central,Winter,no3,0.6429111713731513,2011-01-01,1
2011,Central,Winter,no3,0.6429111713731513,2011-02-01,1
2011,Central,Winter,no3,0.6429111713731513,2011-12-01,1
2012,Central,Winter,no3,0.8255099212042847,2012-01-01,0
2012,Central,Winter,no3,0.8255099212042847,2012-12-01,1
2013,Central,Winter,no3,0.9961298761676941,2013-01-01,1
2013,Central,Winter,no3,0.9961298761676941,2013-02-01,1
2014,Central,Winter,no3,0.5800297465155274,2014-12-01,1
2015,Central,Winter,no3,0.5965624789833056,2015-01-01,1
2015,Central,Winter,no3,0.5965624789833056,2015-02-01,1
2015,Central,Winter,no3,0.5965624789833056,2015-12-01,1
2016,Central,Winter,no3,0.8283572658950029,2016-01-01,1
2016,Central,Winter,no3,0.8283572658950029,2016-02-01,1
2016,Central,Winter,no3,0.8283572658950029,2016-12-01,1
2017,Central,Winter,no3,0.8416510713090367,2017-01-01,1
2017,Central,Winter,no3,0.8416510713090367,2017-02-01,1
2017,Central,Winter,no3,0.8416510713090367,2017-12-01,1
2018,Central,Winter,no3,0.7547965991381855,2018-01-01,1
2018,Central,Winter,no3,0.7547965991381855,2018-02-01,0
2018,Central,Winter,no3,0.7547965991381855,2018-12-01,1
2019,Central,Winter,no3,0.7055012525372941,2019-01-01,1
2019,Central,Winter,no3,0.7055012525372941,2019-02-01,1
2019,Central,Winter,no3,0.7055012525372941,2019-12-01,1
2020,Central,Winter,no3,0.6280520633117788,2020-01-01,1
2020,Central,Winter,no3,0.6280520633117788,2020-02-01,1
2020,Central,Winter,no3,0.6280520633117788,2020-12-01,1
2021,Central,Winter,no3,0.5378155774849526,2021-01-01,1
2021,Central,Winter,no3,0.5378155774849526,2021-12-01,1
2022,Central,Winter,no3,0.740897308767377,2022-01-01,1
2022,Central,Winter,no3,0.740897308767377,2022-02-01,1
2022,Central,Winter,no3,0.740897308767377,2022-12-01,1
2023,Central,Winter,no3,0.70495883825954,2023-01-01,1
2023,Central,Winter,no3,0.70495883825954,2023-02-01,1
2023,Central,Winter,no3,0.70495883825954,2023-12-01,1
2024,Central,Winter,no3,0.6120108327754387,2024-01-01,1
2024,Central,Winter,no3,0.6120108327754387,2024-02-01,1
2024,Central,Winter,no3,0.6120108327754387,2024-12-01,1
2025,Central,Winter,no3,0.350635543453078,2025-01-01,1
2025,Central,Winter,no3,0.350635543453078,2025-02-01,1
1995,Northern,Monsoon,no3,5.338802312874502,1995-07-01,1
1995,Northern,Monsoon,no3,5.338802312874502,1995-09-01,0
1996,Northern,Monsoon,no3,5.57157574033525,1996-06-01,0
1996,Northern,Monsoon,no3,5.57157574033525,1996-09-01,1
1997,Northern,Monsoon,no3,5.5491164957818455,1997-06-01,1
1997,Northern,Monsoon,no3,5.5491164957818455,1997-08-01,0
1997,Northern,Monsoon,no3,5.5491164957818455,1997-09-01,0
1998,Northern,Monsoon,no3,5.021984515059495,1998-06-01,1
1998,Northern,Monsoon,no3,5.021984515059495,1998-07-01,1
1998,Northern,Monsoon,no3,5.021984515059495,1998-08-01,1
1998,Northern,Monsoon,no3,5.021984515059495,1998-09-01,1
1999,Northern,Monsoon,no3,5.438904332669261,1999-06-01,1
2000,Northern,Monsoon,no3,5.820886132978775,2000-07-01,1
2000,Northern,Monsoon,no3,5.820886132978775,2000-09-01,0
2001,Northern,Monsoon,no3,6.413493978406706,2001-06-01,0
2001,Northern,Monsoon,no3,6.413493978406706,2001-09-01,1
2002,Northern,Monsoon,no3,5.632097594342685,2002-06-01,1
2002,Northern,Monsoon,no3,5.632097594342685,2002-07-01,1
2002,Northern,Monsoon,no3,5.632097594342685,2002-09-01,1
2003,Northern,Monsoon,no3,5.121435239739928,2003-06-01,0
2003,Northern,Monsoon,no3,5.121435239739928,2003-07-01,0
2003,Northern,Monsoon,no3,5.121435239739928,2003-08-01,1
2003,Northern,Monsoon,no3,5.121435239739928,2003-09-01,0
2004,Northern,Monsoon,no3,5.592830110833395,2004-06-01,1
2004,Northern,Monsoon,no3,5.592830110833395,2004-07-01,0
2004,Northern,Monsoon,no3,5.592830110833395,2004-08-01,1
2004,Northern,Monsoon,no3,5.592830110833395,2004-09-01,1
2005,Northern,Monsoon,no3,5.302658174197894,2005-06-01,1
2005,Northern,Monsoon,no3,5.302658174197894,2005-07-01,1
2005,Northern,Monsoon,no3,5.302658174197894,2005-08-01,1
2005,Northern,Monsoon,no3,5.302658174197894,2005-09-01,1
2006,Northern,Monsoon,no3,5.093953857557802,2006-06-01,1
2006,Northern,Monsoon,no3,5.093953857557802,2006-07-01,1
2006,Northern,Monsoon,no3,5.093953857557802,2006-09-01,1
2007,Northern,Monsoon,no3,4.852715008105828,2007-06-01,1
2007,Northern,Monsoon,no3,4.852715008105828,2007-07-01,1
2007,Northern,Monsoon,no3,4.852715008105828,2007-08-01,1
2008,Northern,Monsoon,no3,5.4755364087494245,2008-06-01,0
2008,Northern,Monsoon,no3,5.4755364087494245,2008-07-01,0
2008,Northern,Monsoon,no3,5.4755364087494245,2008-08-01,1
2008,Northern,Monsoon,no3,5.4755364087494245,2008-09-01,1
2009,Northern,Monsoon,no3,5.6989900243717795,2009-06-01,1
2009,Northern,Monsoon,no3,5.6989900243717795,2009-07-01,1
2009,Northern,Monsoon,no3,5.6989900243717795,2009-08-01,1
2009,Northern,Monsoon,no3,5.6989900243717795,2009-09-01,0
2010,Northern,Monsoon,no3,5.299369507995613,2010-06-01,1
2010,Northern,Monsoon,no3,5.299369507995613,2010-07-01,1
2010,Northern,Monsoon,no3,5.299369507995613,2010-08-01,1
2010,Northern,Monsoon,no3,5.299369507995613,2010-09-01,1
2011,Northern,Monsoon,no3,5.773975234895164,2011-06-01,1
2011,Northern,Monsoon,no3,5.773975234895164,2011-07-01,0
2011,Northern,Monsoon,no3,5.773975234895164,2011-08-01,1
2011,Northern,Monsoon,no3,5.773975234895164,2011-09-01,0
2012,Northern,Monsoon,no3,5.380819957960323,2012-06-01,1
2012,Northern,Monsoon,no3,5.380819957960323,2012-07-01,1
2012,Northern,Monsoon,no3,5.380819957960323,2012-08-01,0
2012,Northern,Monsoon,no3,5.380819957960323,2012-09-01,1
2013,Northern,Monsoon,no3,5.463706134683704,2013-06-01,1
2013,Northern,Monsoon,no3,5.463706134683704,2013-07-01,1
2013,Northern,Monsoon,no3,5.463706134683704,2013-08-01,1
2013,Northern,Monsoon,no3,5.463706134683704,2013-09-01,1
2014,Northern,Monsoon,no3,5.161980851176272,2014-06-01,1
2014,Northern,Monsoon,no3,5.161980851176272,2014-07-01,1
2014,Northern,Monsoon,no3,5.161980851176272,2014-08-01,1
2014,Northern,Monsoon,no3,5.161980851176272,2014-09-01,1
2015,Northern,Monsoon,no3,5.165716172863431,2015-06-01,1
2015,Northern,Monsoon,no3,5.165716172863431,2015-07-01,1
2015,Northern,Monsoon,no3,5.165716172863431,2015-08-01,1
2015,Northern,Monsoon,no3,5.165716172863431,2015-09-01,1
2016,Northern,Monsoon,no3,4.88714827728028,2016-06-01,1
2016,Northern,Monsoon,no3,4.88714827728028,2016-07-01,1
2016,Northern,Monsoon,no3,4.88714827728028,2016-08-01,1
2016,Northern,Monsoon,no3,4.88714827728028,2016-09-01,1
2017,Northern,Monsoon,no3,5.200166199407468,2017-06-01,1
2017,Northern,Monsoon,no3,5.200166199407468,2017-07-01,1
2017,Northern,Monsoon,no3,5.200166199407468,2017-08-01,1
2017,Northern,Monsoon,no3,5.200166199407468,2017-09-01,1
2018,Northern,Monsoon,no3,5.326615596236537,2018-06-01,1
2018,Northern,Monsoon,no3,5.326615596236537,2018-07-01,0
2018,Northern,Monsoon,no3,5.326615596236537,2018-08-01,1
2018,Northern,Monsoon,no3,5.326615596236537,2018-09-01,1
2019,Northern,Monsoon,no3,4.6090177405298425,2019-06-01,1
2019,Northern,Monsoon,no3,4.6090177405298425,2019-07-01,1
2019,Northern,Monsoon,no3,4.6090177405298425,2019-08-01,1
2019,Northern,Monsoon,no3,4.6090177405298425,2019-09-01,1
