Sub_basin,Season,Index,Metric,Lag,n,r,p_eff,q_fdr
Southern,Pre-monsoon,DMI,Exposure,3,28,0.13514357535858668,0.5072098541949599,0.8857040783450493
Southern,Pre-monsoon,DMI,Intensity,-3,28,-0.12717656678003833,0.5250946161933627,0.8857040783450493
Southern,Pre-monsoon,DMI,Intensity,-2,29,-0.1599475157441416,0.4148622073641457,0.8857040783450493
Southern,Pre-monsoon,DMI,Intensity,-1,30,-0.1674790653084913,0.37825917463621206,0.8857040783450493
Southern,Pre-monsoon,DMI,Intensity,0,31,-0.23790653238895693,0.19747752799009932,0.8245629227577517
Southern,Pre-monsoon,DMI,Intensity,1,30,0.18396800336932845,0.3304748353378617,0.8857040783450493
Southern,Pre-monsoon,DMI,Intensity,2,29,0.06270779358113188,0.7465771934903946,0.9222424154881346
Southern,Pre-monsoon,DMI,Intensity,3,28,0.12609718778325688,0.5225740792024238,0.8857040783450493
Southern,Monsoon,ONI,Exposure,-3,28,0.14266160714270099,0.46894667262557865,0.8857040783450493
Southern,Monsoon,ONI,Exposure,-2,29,-0.07546095160665763,0.6972391002343525,0.9072770694373178
Southern,Monsoon,ONI,Exposure,-1,30,-0.3417194111347141,0.0645697099438094,0.6329236289706294
Southern,Monsoon,ONI,Exposure,0,31,-0.010159180737644435,0.9567433485140422,0.9899341835726284
Southern,Monsoon,ONI,Exposure,1,30,0.34805003880180174,0.05946262353497511,0.6329236289706294
Southern,Monsoon,ONI,Exposure,2,29,0.1060067302528338,0.5841733012400949,0.8857040783450493
Southern,Monsoon,ONI,Exposure,3,28,-0.24177759378072833,0.21515011351476088,0.8504757428348195
Southern,Monsoon,ONI,Intensity,-3,28,-0.22988639790591653,0.24398236722212419,0.8814846815767067
Southern,Monsoon,ONI,Intensity,-2,29,0.14534016609828704,0.47832629158475104,0.8857040783450493
Southern,Monsoon,ONI,Intensity,-1,30,0.02895069070467467,0.8871075226131118,0.967723439403098
Southern,Monsoon,ONI,Intensity,0,31,-0.3767155440116376,0.04971565418645629,0.6329236289706294
Southern,Monsoon,ONI,Intensity,1,30,0.10723197096560659,0.5969496447780243,0.8857040783450493
Southern,Monsoon,ONI,Intensity,2,29,0.20845317938831334,0.30997608537835086,0.8857040783450493
Southern,Monsoon,ONI,Intensity,3,28,-0.1867745436935873,0.35423348480143035,0.8857040783450493
Southern,Monsoon,DMI,Exposure,-3,28,0.2547265950338219,0.19082712127849621,0.8245629227577517
Southern,Monsoon,DMI,Exposure,-2,29,0.21217464246653012,0.2691700814191469,0.8857040783450493
Southern,Monsoon,DMI,Exposure,-1,30,-0.39999772397656785,0.028514046719781305,0.6329236289706294
Southern,Monsoon,DMI,Exposure,0,31,-0.1700000633605889,0.36055732744653435,0.8857040783450493
Southern,Monsoon,DMI,Exposure,1,30,0.14105436082973155,0.45718658199923534,0.8857040783450493
Southern,Monsoon,DMI,Exposure,2,29,0.13774953727856723,0.4761044083393431,0.8857040783450493
Southern,Monsoon,DMI,Exposure,3,28,-0.16995288879650317,0.3872474954420895,0.8857040783450493
Southern,Monsoon,DMI,Intensity,-3,28,-0.37755087262751114,0.07431580875414734,0.6591376108189371
Southern,Monsoon,DMI,Intensity,-2,29,0.1736924713594471,0.4337909335571921,0.8857040783450493
Southern,Monsoon,DMI,Intensity,-1,30,0.08644107450878694,0.7068416212679214,0.9072770694373178
Southern,Monsoon,DMI,Intensity,0,31,-0.3478319574211909,0.09855251672116827,0.7471371937912804
Southern,Monsoon,DMI,Intensity,1,30,0.19651086387063788,0.3768557936804826,0.8857040783450493
Southern,Monsoon,DMI,Intensity,2,29,0.0822362031407547,0.7209036444778341,0.9105821184081367
Southern,Monsoon,DMI,Intensity,3,28,0.08051845406692479,0.7235875762350372,0.9105821184081367
Southern,Post-monsoon,ONI,Exposure,-3,28,-0.12857393621330987,0.5143717376295416,0.8857040783450493
Southern,Post-monsoon,ONI,Exposure,-2,29,-0.26412641492210287,0.17533710299432448,0.8245629227577517
Southern,Post-monsoon,ONI,Exposure,-1,30,-0.145194423239465,0.45271893663956986,0.8857040783450493
Southern,Post-monsoon,ONI,Exposure,0,31,0.1887196617866236,0.3160245058774851,0.8857040783450493
Southern,Post-monsoon,ONI,Exposure,1,30,0.1318875326097476,0.4935524000859428,0.8857040783450493
Southern,Post-monsoon,ONI,Exposure,2,29,0.034451292521042946,0.8610423540035959,0.9651172806860654
Southern,Post-monsoon,ONI,Exposure,3,28,-0.3163870754461244,0.10302955550264059,0.7471371937912804
Southern,Post-monsoon,ONI,Intensity,-3,28,0.20833958462612728,0.28737543732053195,0.8857040783450493
Southern,Post-monsoon,ONI,Intensity,-2,29,-0.27007438709194354,0.1566030777816707,0.8245629227577517
Southern,Post-monsoon,ONI,Intensity,-1,30,-0.015017650639134376,0.9372201937785016,0.9839148093071192
Southern,Post-monsoon,ONI,Intensity,0,31,0.08256813290191821,0.6587906773207646,0.9023013309507406
Southern,Post-monsoon,ONI,Intensity,1,30,0.10714828988573777,0.573050435035745,0.8857040783450493
Southern,Post-monsoon,ONI,Intensity,2,29,0.0434996088556312,0.8227290355483181,0.9556543884025043
Southern,Post-monsoon,ONI,Intensity,3,28,-0.30241564306558816,0.11778080112865741,0.7471371937912804
Southern,Post-monsoon,DMI,Exposure,-3,28,-0.0046231954581645585,0.9815454000365824,0.9933712482297942
Southern,Post-monsoon,DMI,Exposure,-2,29,-0.11092537706948,0.5867927379123365,0.8857040783450493
Southern,Post-monsoon,DMI,Exposure,-1,30,-0.29442356215833754,0.13926780571440123,0.8221159408739886
Southern,Post-monsoon,DMI,Exposure,0,31,0.07452682673928987,0.702418948259881,0.9072770694373178
Southern,Post-monsoon,DMI,Exposure,1,30,0.22059059912149664,0.26866706900739024,0.8857040783450493
Southern,Post-monsoon,DMI,Exposure,2,29,0.0021170243494925967,0.9917528596726353,0.9947133159701655
Southern,Post-monsoon,DMI,Exposure,3,28,-0.469824556063365,0.015410116819153385,0.6329236289706294
Southern,Post-monsoon,DMI,Intensity,-3,28,0.06255275712194364,0.751915003012483,0.9247942526751983
Southern,Post-monsoon,DMI,Intensity,-2,29,-0.10688858722433633,0.581241166575198,0.8857040783450493
Southern,Post-monsoon,DMI,Intensity,-1,30,-0.01565826602573439,0.9345477345372777,0.9839148093071192
Southern,Post-monsoon,DMI,Intensity,0,31,-0.18164444272155106,0.3280940072746572,0.8857040783450493
Southern,Post-monsoon,DMI,Intensity,1,30,0.10384156962463457,0.5850137140488827,0.8857040783450493
Southern,Post-monsoon,DMI,Intensity,2,29,0.0029457711764505467,0.9879038068621939,0.9938193985200513
Southern,Post-monsoon,DMI,Intensity,3,28,-0.2634085259634093,0.17562793432835955,0.8245629227577517
